-7.48405 -0.345775 6.77847 6.38417 
-5.14023 6.88284 -9.51537 -5.39903 
5.67492 7.6043 -9.89257 6.50197 
9.26634 4.15204 2.91665 7.47734 
7.86309 4.61043 -9.66857 6.24134 
6.39149 -8.99045 5.84277 -6.41102 
8.68465 -6.81204 5.92334 -7.86187 
0.768761 1.43712 4.58724 -4.83261 
6.8395 1.06845 2.2013 2.68471 
-6.43666 2.01392 9.17478 -7.15567 
8.32331 6.59169 -4.83688 -3.15653 
7.02872 8.56197 4.40596 -4.58296 
-2.86782 6.59536 7.81121 5.06394 
-8.54488 5.28306 -7.56157 -7.88385 
-1.53294 6.80715 -1.02206 2.79824 
4.62874 6.40309 7.86554 7.37053 
-5.56505 -5.26597 4.65804 6.51601 
3.7785 0.307932 5.28977 -1.93091 
-7.74773 -4.94675 -8.16584 -7.77886 
-9.96643 -3.81085 -0.594806 -6.66677 
4.95041 7.50481 4.80758 -3.53191 
5.37645 -6.81936 -2.42409 -3.22123 
4.5732 7.27653 4.02203 -0.126652 
2.09265 -7.99921 4.91012 -8.72066 
7.8869 7.90277 -2.60414 -6.86392 
4.72762 9.09421 1.8424 6.23707 
-5.421 6.64785 4.14899 5.55101 
4.53658 -6.73025 -5.79028 7.34367 
-2.03772 -7.59941 -8.8702 -3.97504 
6.44093 4.8442 -4.17096 8.84945 
8.17927 -3.93475 1.64586 6.5923 
8.47896 -2.72073 3.57891 8.32636 
7.90277 3.44951 -3.21268 -1.57079 
-6.24073 1.32664 4.97177 3.93536 
0.540483 -9.34507 9.26145 -9.62828 
-5.08347 -8.33613 -1.76244 -5.8092 
-9.06064 1.97302 9.71496 -0.0686666 
-8.94101 -3.96039 4.89975 0.228584 
-1.4127 -9.73144 5.56505 6.80654 
-2.77139 6.91092 -5.14817 -9.43358 
3.31523 -0.124821 -7.67144 -1.09653 
6.34877 -4.41633 3.93902 8.37642 
3.502 -8.01569 -2.55165 0.84933 
3.6784 8.85739 4.03302 1.24424 
6.77725 -7.46513 -3.38054 5.00778 
-6.23157 8.16034 5.61144 -6.55995 
-6.77602 2.60659 2.62123 4.99435 
-0.0894192 -8.80734 -7.16361 0.680258 
-8.91781 -8.69259 6.64357 -8.30683 
-3.90728 -3.92926 -8.86776 7.39616 
4.95224 -8.83358 -7.88568 -8.22687 
-8.54793 7.95953 7.26493 6.49586 
-3.50505 -3.97565 1.02939 8.70113 
7.22892 8.22077 1.91504 1.63366 
-2.35878 1.42308 -7.22098 6.25843 
6.2157 6.04968 -5.23667 -8.02606 
-3.71258 7.49626 -4.52315 -5.44237 
-5.28428 -7.38456 2.06519 -0.542924 
-5.49486 4.36018 9.78759 -1.44139 
-3.00638 -2.29347 6.72658 -1.4359 
-0.760216 0.00579852 5.25498 9.08261 
2.22694 8.8641 0.885952 8.58394 
5.51561 -9.31211 9.13083 -3.67473 
3.96283 -6.97317 0.990326 8.37825 
-7.86126 -6.18336 7.70257 5.88 
-7.93329 0.673544 -4.62569 -6.35426 
9.90112 3.34574 0.121158 -2.7543 
-2.81838 -7.54204 4.33821 -3.3079 
2.28126 7.66717 4.73006 4.84787 
7.67449 8.35566 -7.27653 8.69015 
-1.35105 9.99695 -2.10913 1.54881 
-0.907315 -0.70101 -5.0029 4.44746 
-0.0308237 -8.72921 5.31663 4.66903 
-3.88104 1.32237 -7.17765 9.67528 
-2.99661 -4.46821 5.89343 4.49995 
7.02139 -7.80023 5.14267 -9.25169 
1.01474 -2.17933 8.01386 -4.68184 
-9.39451 -9.41221 -9.24558 6.97623 
6.96829 -5.43138 -1.59886 8.90561 
-4.326 -2.33619 3.39152 5.36363 
9.23643 -3.51543 3.44157 -9.44151 
-7.02933 1.26743 -0.701621 -2.11951 
9.80285 3.95062 3.0076 -2.3899 
-0.357982 2.54311 -2.69082 1.22593 
-1.03854 4.90707 -3.20902 0.440992 
-3.81634 5.07797 -8.57234 -0.908536 
8.52474 -4.75204 3.12723 5.99841 
-4.10138 6.54347 -4.09589 6.93228 
-2.47658 1.70934 -9.6765 3.80779 
6.84683 -7.163 2.8135 -0.774865 
-9.58922 7.25883 0.492264 -5.50768 
6.29994 -5.27818 -7.86798 -0.757164 
7.76605 -1.01169 5.87207 0.787072 
7.69402 6.96646 -5.68102 -8.68831 
9.49583 -1.4951 -2.34107 1.05441 
0.0839259 9.98657 5.39232 -4.41694 
-9.46165 -5.18052 7.33695 5.29954 
0.0943022 -6.01428 -5.49425 5.29588 
9.0698 -0.261544 0.500809 -6.31397 
-3.62651 5.59679 4.03058 6.54225 
7.20023 5.75365 3.19071 -2.44728 
6.54775 -2.98074 2.12867 0.5356 
4.18256 6.43483 0.713218 2.92703 
6.67287 -2.33558 7.83685 8.37336 
2.11524 -0.682699 8.97641 -3.45683 
-6.81265 8.29279 8.63887 -1.69652 
4.14167 -8.70296 -1.68859 -5.64379 
-2.63161 -2.34657 -9.45311 -4.50789 
5.15793 6.51601 9.80651 -7.44194 
-7.71966 1.62999 0.681478 -5.71337 
-4.98825 -3.24442 4.13068 1.09348 
-7.7691 4.87716 2.34352 -7.01834 
-5.79028 -5.67125 2.86477 -0.326853 
4.72518 4.96139 2.59865 -8.91415 
2.11707 7.46757 2.32704 -3.70586 
-5.08591 -0.99765 -7.64824 9.08689 
-2.33924 -1.78625 -0.0961333 8.2519 
2.55409 -7.18619 -1.07273 -9.28465 
-7.46391 2.81411 -7.12333 5.656 
-8.54671 -7.45415 -8.85556 7.71599 
-3.09305 -5.39598 9.74914 -2.55287 
-8.56929 -1.17893 -3.10038 7.10501 
-2.39051 9.40611 -5.92395 -0.0863674 
-7.2338 3.37809 -6.76138 0.942717 
8.85434 -6.58925 0.793786 7.70318 
-6.84622 8.21345 8.94284 -1.40416 
-4.56832 -6.42201 5.04257 7.34184 
-2.84463 7.21976 -0.40315 1.50487 
8.41426 -9.47996 3.502 -6.75039 
8.15363 -9.67406 -4.82162 0.447096 
-6.64174 -6.10523 8.21284 6.25477 
-7.19535 -9.85839 0.126652 -4.69588 
-8.99167 0.295724 -7.09098 -5.39171 
-2.00781 -8.90561 5.92639 -2.67251 
-9.50011 -6.35609 -8.15607 -2.4955 
0.280465 1.07028 -3.81878 -6.09485 
-4.93576 8.07794 -8.88058 -8.9111 
7.86676 5.55589 4.19843 -4.17585 
0.227973 -6.65822 -7.48589 -3.01737 
-4.96689 4.279 3.05948 7.03909 
4.51888 2.68227 9.81017 -6.70949 
9.10459 -9.65148 8.20429 -3.06497 
-7.33146 3.23099 -2.37831 8.12067 
9.89563 -8.10419 -7.49565 -4.90219 
-8.68465 8.90255 -7.2747 -4.40046 
1.66845 -3.78643 -6.15345 8.57418 
-2.79214 -4.22102 7.88507 -5.61205 
-2.41737 -3.60088 -4.79415 1.64037 
-2.09387 0.00762963 -1.8186 8.69442 
-3.34819 0.492874 -2.77383 -1.93274 
4.98886 -1.81677 -0.158391 -8.20673 
-6.80715 3.11991 3.29752 5.88794 
-0.249336 -9.75585 1.56529 -7.96014 
-1.21738 -0.3708 -2.86355 4.65743 
-8.58821 4.86435 8.352 1.38524 
-3.29264 2.73843 -7.14042 -4.77401 
7.81671 7.33634 -2.16773 6.3921 
8.92026 1.66845 -2.43263 -8.00104 
-1.36326 9.97131 9.09482 1.75024 
-4.50972 3.78948 6.41774 -2.29469 
-8.92209 4.98154 4.01105 6.29383 
6.55812 -1.24302 -9.79553 0.661946 
-1.92053 -0.121769 1.06967 1.51402 
6.78823 5.15671 -4.55977 -5.46007 
-0.98117 -4.64339 1.69836 -7.4218 
-7.67937 -0.357372 -3.07169 0.629597 
-7.08548 5.68896 9.09665 -8.15729 
0.229804 8.57784 2.84524 -7.3925 
4.13068 1.61351 -0.439161 4.86923 
-9.53185 2.17505 -7.68548 3.79986 
0.575274 -4.27046 6.31581 -1.0593 
0.328074 -8.86105 5.49181 -3.05033 
4.41023 -9.61852 -4.16242 -5.92334 
-8.60958 5.80615 6.13514 -3.51665 
-4.75021 8.05658 -3.31278 -3.45012 
8.97885 -2.21778 -3.31278 3.27372 
5.86596 4.26679 0.836512 -5.09873 
-5.88794 4.08856 5.85437 -8.0932 
-9.61241 2.94961 -2.50649 -1.54637 
7.95892 -6.20289 8.68282 -9.55138 
5.01083 -5.64928 -0.564287 -1.66784 
8.78964 -2.82388 -0.863979 2.71035 
1.19358 -4.58174 1.83447 -9.02646 
1.42979 -2.67373 -4.82528 -6.98965 
-8.63338 -7.30827 -6.41591 4.14777 
-0.787072 4.32539 -3.66436 -6.55385 
7.13187 7.69646 1.13132 5.46983 
-1.56529 -8.13532 -6.19312 -6.34449 
9.96521 4.8265 4.80148 -6.58437 
5.30442 -3.60637 -6.99271 -6.91641 
-5.57726 1.74474 7.62749 -9.15891 
-4.60005 -1.2418 8.66573 -4.25214 
3.84259 2.266 -3.32316 0.993377 
5.61998 8.34101 -7.60308 7.5042 
-1.4536 -8.24946 -3.11686 6.02771 
-1.36448 9.70336 -7.21671 -4.18744 
-3.45561 -5.00229 -2.62978 8.02484 
-0.153508 -8.27387 7.94916 -7.99677 
6.7394 -3.37016 -9.71801 -7.49443 
6.83218 -0.75045 -9.36094 -3.95856 
-5.37523 3.98846 2.11158 -5.55467 
-8.69442 7.21305 5.80126 3.79254 
0.495926 -7.47856 -2.47353 6.7925 
-6.43422 -2.70241 0.656453 -3.21146 
-9.85534 -6.32191 -4.29914 -8.52046 
9.45128 -2.93558 7.2869 -5.50584 
-1.93091 5.29405 -0.860317 -7.05618 
9.79369 1.59886 -2.29652 9.07285 
3.17301 4.48592 -4.99069 -5.86047 
-7.63054 -2.35328 -8.56563 2.6487 
-3.03079 3.04056 8.96542 -4.94552 
6.35609 -9.74242 -4.40535 7.07633 
4.28571 5.30625 -8.52168 -6.27308 
9.28037 -8.07428 -2.53029 6.20594 
-3.53557 8.5815 -3.33354 9.75951 
-3.52397 -5.77074 9.58983 0.646687 
-2.93191 6.0094 -6.38112 -9.66674 
3.03507 1.97119 7.31132 -4.96628 
0.0808741 -8.03583 -9.77294 -1.27049 
-1.73925 9.82055 -1.10752 7.79412 
0.613117 9.94446 9.51292 5.3386 
